order_id,order_date,customer_id,product_id,quantity,discount_pct,unit_price,sales,cost,profit,payment_method,order_status,delivery_days,product_name,category,subcategory,base_price,customer_name,region,city,signup_date,year,month,month_name
ORD000687,2025-02-23,CUST01397,PROD0096,4,0.15,218.87,744.16,514.43,229.73,COD,Delivered,6.0,Footwear Product 96,Fashion,Footwear,210.2,Customer 1397,West,Ahmedabad,2024-09-02,2025,2,Feb
ORD000688,2025-08-06,CUST00095,PROD0025,3,0.1,293.71,793.02,516.06,276.96,Credit Card,Delivered,6.0,Kitchen Product 25,Home & Kitchen,Kitchen,279.9,Customer 95,East,Bhubaneswar,2024-07-06,2025,8,Aug
ORD000689,2025-01-16,CUST01149,PROD0084,4,0.1,23.67,85.21,63.65,21.56,COD,Delivered,4.0,Fiction Product 84,Books,Fiction,23.65,Customer 1149,Central,Kanpur,2023-04-22,2025,1,Jan
ORD000690,2025-04-09,CUST00041,PROD0092,1,0.05,58.9,55.96,38.39,17.57,UPI,Delivered,3.0,Haircare Product 92,Beauty,Haircare,57.6,Customer 41,East,Kolkata,2023-03-23,2025,4,Apr
ORD000691,2025-01-20,CUST00254,PROD0025,2,0.1,298.17,536.71,420.77,115.94,Net Banking,Delivered,6.0,Kitchen Product 25,Home & Kitchen,Kitchen,279.9,Customer 254,South,Chennai,2023-07-02,2025,1,Jan
ORD000692,2025-02-15,CUST00007,PROD0075,1,0.1,225.25,202.72,126.98,75.74,Debit Card,Delivered,4.0,Decor Product 75,Home & Kitchen,Decor,221.86,Customer 7,West,Surat,2023-06-22,2025,2,Feb
ORD000693,2025-07-12,CUST01495,PROD0083,2,0.15,38.08,64.74,44.04,20.7,UPI,Delivered,2.0,Business Product 83,Books,Business,41.27,Customer 1495,West,Ahmedabad,2025-04-22,2025,7,Jul
ORD000694,2025-02-27,CUST00728,PROD0092,2,0.05,53.14,100.97,72.07,28.9,UPI,Delivered,7.0,Haircare Product 92,Beauty,Haircare,57.6,Customer 728,South,Chennai,2025-01-27,2025,2,Feb
ORD000695,2025-04-21,CUST00069,PROD0001,3,0.0,414.85,1244.55,759.48,485.07,Credit Card,Delivered,3.0,Kitchen Product 1,Home & Kitchen,Kitchen,394.25,Customer 69,Central,Nagpur,2024-10-22,2025,4,Apr
ORD000696,2025-05-09,CUST01105,PROD0059,1,0.15,105.97,90.07,64.95,25.12,UPI,Delivered,4.0,Haircare Product 59,Beauty,Haircare,97.27,Customer 1105,East,Kolkata,2025-01-27,2025,5,May
ORD000697,2025-12-03,CUST00542,PROD0069,2,0.1,155.76,280.37,182.19,98.18,Net Banking,Delivered,2.0,Women Product 69,Fashion,Women,144.62,Customer 542,West,Pune,2024-07-03,2025,12,Dec
ORD000698,2025-07-13,CUST01286,PROD0074,1,0.25,211.4,158.55,100.69,57.86,Net Banking,Delivered,2.0,Women Product 74,Fashion,Women,215.26,Customer 1286,North,Delhi,2024-03-28,2025,7,Jul
ORD000699,2025-12-06,CUST00089,PROD0042,1,0.05,273.1,259.44,159.31,100.13,UPI,Returned,4.0,Accessories Product 42,Electronics,Accessories,269.27,Customer 89,Central,Kanpur,2024-02-03,2025,12,Dec
ORD000700,2025-11-22,CUST01232,PROD0110,1,0.0,391.92,391.92,260.22,131.7,UPI,Delivered,4.0,Kitchen Product 110,Home & Kitchen,Kitchen,405.37,Customer 1232,East,Ranchi,2023-10-03,2025,11,Nov
ORD000701,2025-01-08,CUST00213,PROD0034,3,0.0,117.93,353.79,284.08,69.71,COD,Delivered,3.0,Accessories Product 34,Fashion,Accessories,105.5,Customer 213,West,Surat,2024-12-29,2025,1,Jan
ORD000702,2025-01-29,CUST00834,PROD0100,2,0.15,102.27,173.86,102.13,71.73,UPI,Delivered,3.0,Men Product 100,Fashion,Men,105.21,Customer 834,West,Mumbai,2025-05-21,2025,1,Jan
ORD000703,2025-04-22,CUST00266,PROD0066,2,0.0,36.87,73.74,57.85,15.89,UPI,Delivered,3.0,Self Help Product 66,Books,Self Help,36.75,Customer 266,North,Delhi,2025-04-30,2025,4,Apr
ORD000704,2025-06-10,CUST00912,PROD0018,1,0.2,232.75,186.2,125.75,60.45,UPI,Delivered,5.0,Furniture Product 18,Home & Kitchen,Furniture,220.36,Customer 912,West,Mumbai,2025-06-20,2025,6,Jun
ORD000705,2025-05-11,CUST00293,PROD0077,1,0.05,151.19,143.63,102.66,40.97,COD,Delivered,3.0,Accessories Product 77,Fashion,Accessories,138.05,Customer 293,North,Delhi,2025-04-11,2025,5,May
ORD000706,2025-07-07,CUST01231,PROD0115,2,0.2,336.52,538.43,378.56,159.87,Net Banking,Delivered,6.0,Smartphones Product 115,Electronics,Smartphones,361.73,Customer 1231,West,Mumbai,2025-02-01,2025,7,Jul
ORD000707,2025-06-12,CUST00333,PROD0005,1,0.15,231.74,196.98,158.01,38.97,Credit Card,Delivered,2.0,Men Product 5,Fashion,Men,236.42,Customer 333,North,Delhi,2023-05-20,2025,6,Jun
ORD000708,2025-07-16,CUST01101,PROD0020,2,0.2,98.69,157.9,120.77,37.13,UPI,Delivered,6.0,Skincare Product 20,Beauty,Skincare,95.46,Customer 1101,Central,Kanpur,2024-10-22,2025,7,Jul
ORD000709,2025-12-30,CUST01312,PROD0066,2,0.0,38.35,76.7,62.61,14.09,Credit Card,Delivered,4.0,Self Help Product 66,Books,Self Help,36.75,Customer 1312,North,Delhi,2023-03-30,2025,12,Dec
ORD000710,2025-07-23,CUST01005,PROD0075,2,0.1,207.22,373.0,287.46,85.54,UPI,Delivered,3.0,Decor Product 75,Home & Kitchen,Decor,221.86,Customer 1005,East,Patna,2025-04-07,2025,7,Jul
ORD000711,2025-07-31,CUST00047,PROD0062,2,0.0,176.41,352.82,229.69,123.13,Debit Card,Delivered,1.0,Accessories Product 62,Fashion,Accessories,167.56,Customer 47,South,Chennai,2025-05-26,2025,7,Jul
ORD000712,2025-04-19,CUST00622,PROD0094,1,0.0,27.88,27.88,22.61,5.27,UPI,Delivered,5.0,Footwear Product 94,Fashion,Footwear,27.18,Customer 622,North,Delhi,2024-12-14,2025,4,Apr
ORD000713,2025-10-03,CUST01224,PROD0096,4,0.05,228.18,867.08,707.59,159.49,Credit Card,Delivered,7.0,Footwear Product 96,Fashion,Footwear,210.2,Customer 1224,North,Delhi,2024-05-08,2025,10,Oct
ORD000714,2025-03-14,CUST00427,PROD0032,1,0.15,13.63,11.59,7.06,4.53,Credit Card,Delivered,8.0,Skincare Product 32,Beauty,Skincare,14.13,Customer 427,Central,Nagpur,2025-04-13,2025,3,Mar
ORD000715,2025-06-16,CUST00210,PROD0058,4,0.0,186.0,744.0,592.41,151.59,UPI,Delivered,3.0,Footwear Product 58,Fashion,Footwear,193.95,Customer 210,Central,Kanpur,2025-01-22,2025,6,Jun
ORD000716,2025-09-17,CUST00888,PROD0050,1,0.2,102.47,81.98,60.62,21.36,COD,Delivered,1.0,Smartphones Product 50,Electronics,Smartphones,95.0,Customer 888,East,Bhubaneswar,2023-07-20,2025,9,Sep
ORD000717,2025-08-31,CUST01444,PROD0038,4,0.0,767.32,3069.28,2459.35,609.93,UPI,Delivered,3.0,Laptops Product 38,Electronics,Laptops,723.36,Customer 1444,East,Patna,2023-04-21,2025,8,Aug
ORD000718,2025-10-02,CUST00154,PROD0055,1,0.05,310.23,294.72,235.71,59.01,UPI,Delivered,3.0,Fitness Product 55,Sports,Fitness,287.69,Customer 154,South,Bengaluru,2025-04-23,2025,10,Oct
ORD000719,2025-04-12,CUST00415,PROD0028,3,0.0,17.7,53.1,42.16,10.94,Net Banking,Delivered,2.0,Equipment Product 28,Sports,Equipment,16.44,Customer 415,Central,Bhopal,2023-08-07,2025,4,Apr
ORD000720,2025-06-22,CUST01377,PROD0074,2,0.15,202.52,344.28,272.83,71.45,UPI,Cancelled,,Women Product 74,Fashion,Women,215.26,Customer 1377,East,Bhubaneswar,2023-02-22,2025,6,Jun
ORD000721,2025-06-20,CUST01181,PROD0086,2,0.0,352.58,705.16,428.9,276.26,UPI,Delivered,4.0,Audio Product 86,Electronics,Audio,361.35,Customer 1181,North,Lucknow,2024-12-21,2025,6,Jun
ORD000722,2025-05-21,CUST01285,PROD0119,3,0.2,502.11,1205.06,740.44,464.62,Credit Card,Delivered,4.0,Smartphones Product 119,Electronics,Smartphones,516.56,Customer 1285,North,Chandigarh,2023-07-09,2025,5,May
ORD000723,2025-07-07,CUST01101,PROD0081,1,0.1,371.58,334.42,203.42,131.0,UPI,Delivered,1.0,Accessories Product 81,Electronics,Accessories,335.69,Customer 1101,Central,Kanpur,2024-10-22,2025,7,Jul
ORD000724,2025-03-27,CUST00769,PROD0022,1,0.2,199.98,159.98,96.28,63.7,COD,Delivered,3.0,Kitchen Product 22,Home & Kitchen,Kitchen,196.54,Customer 769,East,Bhubaneswar,2025-03-04,2025,3,Mar
ORD000725,2025-02-21,CUST00983,PROD0043,1,0.05,47.83,45.44,30.21,15.23,UPI,Returned,3.0,Skincare Product 43,Beauty,Skincare,50.76,Customer 983,South,Kochi,2024-04-24,2025,2,Feb
ORD000726,2025-04-21,CUST01155,PROD0083,1,0.1,40.36,36.32,27.03,9.29,UPI,Delivered,6.0,Business Product 83,Books,Business,41.27,Customer 1155,Central,Kanpur,2023-10-23,2025,4,Apr
ORD000727,2025-12-31,CUST00579,PROD0081,2,0.1,367.37,661.27,439.83,221.44,Net Banking,Delivered,6.0,Accessories Product 81,Electronics,Accessories,335.69,Customer 579,West,Ahmedabad,2024-03-20,2025,12,Dec
ORD000728,2025-12-08,CUST01479,PROD0088,1,0.15,88.99,75.64,56.95,18.69,UPI,Delivered,2.0,Accessories Product 88,Fashion,Accessories,81.69,Customer 1479,South,Bengaluru,2024-12-14,2025,12,Dec
ORD000729,2025-02-12,CUST00740,PROD0036,1,0.05,413.15,392.49,304.91,87.58,COD,Delivered,3.0,Furniture Product 36,Home & Kitchen,Furniture,375.57,Customer 740,West,Mumbai,2023-06-24,2025,2,Feb
ORD000730,2025-07-30,CUST00163,PROD0096,4,0.2,209.72,671.1,496.54,174.56,UPI,Delivered,3.0,Footwear Product 96,Fashion,Footwear,210.2,Customer 163,Central,Indore,2023-11-02,2025,7,Jul
ORD000731,2025-07-19,CUST01039,PROD0120,1,0.0,13.94,13.94,9.64,4.3,UPI,Cancelled,,Self Help Product 120,Books,Self Help,13.3,Customer 1039,West,Ahmedabad,2024-03-26,2025,7,Jul
ORD000732,2025-10-25,CUST01256,PROD0110,2,0.15,395.49,672.33,437.64,234.69,UPI,Delivered,3.0,Kitchen Product 110,Home & Kitchen,Kitchen,405.37,Customer 1256,North,Jaipur,2024-07-21,2025,10,Oct
ORD000733,2025-12-12,CUST00195,PROD0052,2,0.05,55.48,105.41,64.29,41.12,UPI,Delivered,3.0,Self Help Product 52,Books,Self Help,58.02,Customer 195,West,Ahmedabad,2024-06-04,2025,12,Dec
ORD000734,2025-08-28,CUST00542,PROD0036,2,0.0,347.17,694.34,484.98,209.36,Credit Card,Delivered,2.0,Furniture Product 36,Home & Kitchen,Furniture,375.57,Customer 542,West,Pune,2024-07-03,2025,8,Aug
ORD000735,2025-04-25,CUST00359,PROD0028,3,0.05,15.86,45.2,34.02,11.18,UPI,Delivered,4.0,Equipment Product 28,Sports,Equipment,16.44,Customer 359,South,Kochi,2023-03-25,2025,4,Apr
ORD000736,2025-01-26,CUST00850,PROD0078,4,0.2,113.13,362.02,257.61,104.41,Credit Card,Delivered,3.0,Fitness Product 78,Sports,Fitness,108.69,Customer 850,Central,Kanpur,2025-01-15,2025,1,Jan
ORD000737,2025-10-26,CUST01355,PROD0058,4,0.25,213.51,640.53,482.42,158.11,UPI,Delivered,4.0,Footwear Product 58,Fashion,Footwear,193.95,Customer 1355,North,Jaipur,2025-05-26,2025,10,Oct
ORD000738,2025-03-18,CUST00427,PROD0036,1,0.05,355.55,337.77,223.08,114.69,Credit Card,Delivered,4.0,Furniture Product 36,Home & Kitchen,Furniture,375.57,Customer 427,Central,Nagpur,2025-04-13,2025,3,Mar
ORD000739,2025-05-17,CUST00497,PROD0070,1,0.2,115.34,92.27,55.0,37.27,UPI,Delivered,5.0,Footwear Product 70,Fashion,Footwear,104.51,Customer 497,South,Bengaluru,2024-02-13,2025,5,May
ORD000740,2025-01-20,CUST00828,PROD0009,3,0.1,298.35,805.54,616.29,189.25,Credit Card,Delivered,2.0,Furniture Product 9,Home & Kitchen,Furniture,301.64,Customer 828,Central,Nagpur,2024-10-09,2025,1,Jan
ORD000741,2025-07-30,CUST00486,PROD0021,1,0.15,13.08,11.12,7.04,4.08,UPI,Delivered,3.0,Technology Product 21,Books,Technology,13.01,Customer 486,West,Mumbai,2024-10-18,2025,7,Jul
ORD000742,2025-08-28,CUST01473,PROD0064,1,0.0,493.14,493.14,358.96,134.18,UPI,Delivered,6.0,Decor Product 64,Home & Kitchen,Decor,496.62,Customer 1473,Central,Bhopal,2025-04-28,2025,8,Aug
ORD000743,2025-02-08,CUST01437,PROD0076,2,0.1,107.36,193.25,149.39,43.86,Net Banking,Delivered,3.0,Women Product 76,Fashion,Women,107.18,Customer 1437,Central,Bhopal,2023-04-19,2025,2,Feb
ORD000744,2025-09-25,CUST00330,PROD0061,3,0.0,84.84,254.52,156.12,98.4,Credit Card,Delivered,3.0,Outdoor Product 61,Sports,Outdoor,87.3,Customer 330,North,Chandigarh,2023-11-27,2025,9,Sep
ORD000745,2025-07-26,CUST00889,PROD0094,3,0.05,28.8,82.08,59.4,22.68,UPI,Delivered,2.0,Footwear Product 94,Fashion,Footwear,27.18,Customer 889,Central,Kanpur,2023-09-07,2025,7,Jul
ORD000746,2025-09-24,CUST00991,PROD0095,1,0.1,40.01,36.01,26.84,9.17,UPI,Delivered,5.0,Business Product 95,Books,Business,37.34,Customer 991,North,Lucknow,2023-06-10,2025,9,Sep
ORD000747,2025-06-03,CUST01171,PROD0040,1,0.15,293.59,249.55,189.45,60.1,UPI,Delivered,2.0,Appliances Product 40,Home & Kitchen,Appliances,270.68,Customer 1171,East,Patna,2024-03-13,2025,6,Jun
ORD000748,2025-02-11,CUST00259,PROD0056,2,0.1,82.91,149.24,91.85,57.39,Debit Card,Delivered,4.0,Women Product 56,Fashion,Women,83.9,Customer 259,North,Delhi,2025-02-21,2025,2,Feb
ORD000749,2025-01-11,CUST00292,PROD0004,2,0.2,11.67,18.67,14.53,4.14,UPI,Delivered,3.0,Technology Product 4,Books,Technology,10.88,Customer 292,Central,Nagpur,2023-08-28,2025,1,Jan
ORD000750,2025-10-21,CUST00143,PROD0031,3,0.15,265.7,677.53,408.28,269.25,Credit Card,Delivered,3.0,Furniture Product 31,Home & Kitchen,Furniture,253.64,Customer 143,North,Chandigarh,2024-11-10,2025,10,Oct
ORD000751,2025-04-08,CUST00747,PROD0027,1,0.0,479.14,479.14,337.65,141.49,Credit Card,Delivered,4.0,Decor Product 27,Home & Kitchen,Decor,431.04,Customer 747,Central,Indore,2024-03-24,2025,4,Apr
ORD000752,2025-10-02,CUST00627,PROD0058,1,0.05,194.91,185.16,127.1,58.06,COD,Delivered,4.0,Footwear Product 58,Fashion,Footwear,193.95,Customer 627,Central,Nagpur,2024-09-12,2025,10,Oct
ORD000753,2025-08-18,CUST01389,PROD0025,1,0.1,313.06,281.75,178.41,103.34,UPI,Delivered,3.0,Kitchen Product 25,Home & Kitchen,Kitchen,279.9,Customer 1389,South,Chennai,2024-12-12,2025,8,Aug
ORD000754,2025-08-08,CUST00090,PROD0069,1,0.2,154.47,123.58,80.63,42.95,Credit Card,Delivered,3.0,Women Product 69,Fashion,Women,144.62,Customer 90,East,Patna,2025-01-23,2025,8,Aug
ORD000755,2025-03-06,CUST00720,PROD0070,1,0.25,112.37,84.28,52.21,32.07,UPI,Delivered,3.0,Footwear Product 70,Fashion,Footwear,104.51,Customer 720,North,Chandigarh,2024-12-13,2025,3,Mar
ORD000756,2025-12-21,CUST01188,PROD0005,1,0.15,218.72,185.91,126.82,59.09,Credit Card,Delivered,3.0,Men Product 5,Fashion,Men,236.42,Customer 1188,West,Surat,2025-01-16,2025,12,Dec
ORD000757,2025-08-20,CUST00481,PROD0115,1,0.1,368.78,331.9,195.33,136.57,Credit Card,Delivered,2.0,Smartphones Product 115,Electronics,Smartphones,361.73,Customer 481,South,Hyderabad,2024-09-09,2025,8,Aug
ORD000758,2025-11-24,CUST00084,PROD0091,1,0.15,39.42,33.51,26.58,6.93,UPI,Delivered,5.0,Technology Product 91,Books,Technology,38.43,Customer 84,Central,Nagpur,2024-04-06,2025,11,Nov
ORD000759,2025-02-21,CUST01101,PROD0008,4,0.05,429.26,1631.19,1010.09,621.1,Credit Card,Delivered,4.0,Decor Product 8,Home & Kitchen,Decor,462.5,Customer 1101,Central,Kanpur,2024-10-22,2025,2,Feb
ORD000760,2025-09-20,CUST00673,PROD0009,1,0.05,296.34,281.52,223.15,58.37,Credit Card,Delivered,2.0,Furniture Product 9,Home & Kitchen,Furniture,301.64,Customer 673,Central,Indore,2024-02-29,2025,9,Sep
ORD000761,2025-09-24,CUST00517,PROD0015,2,0.1,130.52,234.94,184.96,49.98,UPI,Delivered,2.0,Kitchen Product 15,Home & Kitchen,Kitchen,117.47,Customer 517,North,Chandigarh,2023-05-31,2025,9,Sep
ORD000762,2025-12-25,CUST00485,PROD0100,2,0.2,105.76,169.22,116.49,52.73,UPI,Delivered,2.0,Men Product 100,Fashion,Men,105.21,Customer 485,North,Delhi,2023-06-15,2025,12,Dec
ORD000763,2025-11-13,CUST00782,PROD0105,1,0.25,165.66,124.24,86.9,37.34,UPI,Delivered,5.0,Fragrance Product 105,Beauty,Fragrance,173.04,Customer 782,North,Chandigarh,2024-06-20,2025,11,Nov
ORD000764,2025-11-20,CUST00104,PROD0007,4,0.05,15.67,59.55,38.85,20.7,UPI,Delivered,5.0,Haircare Product 7,Beauty,Haircare,15.32,Customer 104,West,Ahmedabad,2025-04-15,2025,11,Nov
ORD000765,2025-06-03,CUST01476,PROD0096,1,0.15,194.8,165.58,135.65,29.93,UPI,Delivered,3.0,Footwear Product 96,Fashion,Footwear,210.2,Customer 1476,North,Jaipur,2023-05-23,2025,6,Jun
ORD000766,2025-12-24,CUST00339,PROD0072,2,0.2,16.38,26.21,19.42,6.79,Credit Card,Delivered,5.0,Technology Product 72,Books,Technology,16.01,Customer 339,South,Bengaluru,2025-04-25,2025,12,Dec
ORD000767,2025-05-20,CUST00687,PROD0111,4,0.1,67.1,241.56,195.29,46.27,UPI,Delivered,7.0,Fiction Product 111,Books,Fiction,64.59,Customer 687,South,Chennai,2023-08-27,2025,5,May
ORD000768,2025-02-20,CUST00900,PROD0115,1,0.05,358.67,340.74,231.55,109.19,UPI,Delivered,7.0,Smartphones Product 115,Electronics,Smartphones,361.73,Customer 900,South,Hyderabad,2023-12-21,2025,2,Feb
ORD000769,2025-04-27,CUST00607,PROD0015,4,0.1,125.99,453.56,359.19,94.37,Debit Card,Delivered,8.0,Kitchen Product 15,Home & Kitchen,Kitchen,117.47,Customer 607,West,Surat,2025-05-24,2025,4,Apr
ORD000770,2025-02-15,CUST00223,PROD0037,1,0.1,183.7,165.33,113.68,51.65,Credit Card,Delivered,5.0,Sportswear Product 37,Sports,Sportswear,193.95,Customer 223,South,Hyderabad,2023-04-06,2025,2,Feb
ORD000771,2025-11-05,CUST01033,PROD0083,1,0.1,45.22,40.7,32.07,8.63,COD,Delivered,2.0,Business Product 83,Books,Business,41.27,Customer 1033,West,Ahmedabad,2023-10-26,2025,11,Nov
ORD000772,2025-03-29,CUST01077,PROD0039,2,0.1,187.9,338.22,206.8,131.42,Net Banking,Delivered,1.0,Smartphones Product 39,Electronics,Smartphones,169.11,Customer 1077,West,Ahmedabad,2024-06-20,2025,3,Mar
ORD000773,2025-07-27,CUST01101,PROD0006,1,0.15,72.31,61.46,45.04,16.42,Debit Card,Delivered,5.0,Decor Product 6,Home & Kitchen,Decor,78.58,Customer 1101,Central,Kanpur,2024-10-22,2025,7,Jul
ORD000774,2025-09-26,CUST00503,PROD0083,3,0.0,44.92,134.76,100.11,34.65,UPI,Delivered,3.0,Business Product 83,Books,Business,41.27,Customer 503,North,Jaipur,2023-03-14,2025,9,Sep
ORD000775,2025-03-30,CUST01340,PROD0057,4,0.05,31.58,120.0,88.5,31.5,Debit Card,Delivered,3.0,Fitness Product 57,Sports,Fitness,30.92,Customer 1340,North,Delhi,2023-11-23,2025,3,Mar
ORD000776,2025-04-28,CUST00822,PROD0092,3,0.1,58.31,157.44,108.21,49.23,Debit Card,Delivered,1.0,Haircare Product 92,Beauty,Haircare,57.6,Customer 822,West,Pune,2024-10-19,2025,4,Apr
ORD000777,2025-02-23,CUST00624,PROD0081,3,0.05,324.86,925.85,688.96,236.89,Debit Card,Delivered,4.0,Accessories Product 81,Electronics,Accessories,335.69,Customer 624,West,Ahmedabad,2023-01-21,2025,2,Feb
ORD000778,2025-04-26,CUST00165,PROD0106,1,0.25,154.21,115.66,73.73,41.93,UPI,Delivered,3.0,Women Product 106,Fashion,Women,152.76,Customer 165,East,Patna,2024-12-02,2025,4,Apr
ORD000779,2025-04-28,CUST01303,PROD0019,1,0.05,237.38,225.51,163.04,62.47,Debit Card,Delivered,2.0,Decor Product 19,Home & Kitchen,Decor,213.84,Customer 1303,Central,Kanpur,2025-04-04,2025,4,Apr
ORD000780,2025-09-17,CUST01051,PROD0063,1,0.1,263.27,236.94,168.94,68.0,Credit Card,Delivered,4.0,Kitchen Product 63,Home & Kitchen,Kitchen,273.62,Customer 1051,South,Bengaluru,2024-11-29,2025,9,Sep
ORD000781,2025-03-16,CUST01094,PROD0031,4,0.2,242.43,775.78,509.22,266.56,Credit Card,Delivered,7.0,Furniture Product 31,Home & Kitchen,Furniture,253.64,Customer 1094,Central,Nagpur,2024-11-25,2025,3,Mar
ORD000782,2025-11-01,CUST01242,PROD0075,3,0.0,214.84,644.52,494.3,150.22,Debit Card,Delivered,3.0,Decor Product 75,Home & Kitchen,Decor,221.86,Customer 1242,West,Ahmedabad,2025-03-15,2025,11,Nov
ORD000783,2025-01-07,CUST01389,PROD0079,3,0.15,248.17,632.83,379.32,253.51,UPI,Delivered,4.0,Appliances Product 79,Home & Kitchen,Appliances,240.86,Customer 1389,South,Chennai,2024-12-12,2025,1,Jan
ORD000784,2025-05-02,CUST01330,PROD0010,1,0.1,982.91,884.62,549.48,335.14,Debit Card,Delivered,2.0,Smartphones Product 10,Electronics,Smartphones,888.66,Customer 1330,South,Chennai,2023-03-23,2025,5,May
ORD000785,2025-01-11,CUST01148,PROD0107,2,0.0,207.62,415.24,287.79,127.45,Credit Card,Delivered,2.0,Equipment Product 107,Sports,Equipment,200.64,Customer 1148,West,Surat,2024-03-09,2025,1,Jan
ORD000786,2025-12-14,CUST00019,PROD0087,4,0.2,175.82,562.62,446.73,115.89,UPI,Delivered,3.0,Equipment Product 87,Sports,Equipment,181.5,Customer 19,Central,Indore,2024-08-23,2025,12,Dec
ORD000787,2025-08-03,CUST01281,PROD0067,2,0.0,194.53,389.06,279.36,109.7,Net Banking,Delivered,5.0,Furniture Product 67,Home & Kitchen,Furniture,192.97,Customer 1281,South,Hyderabad,2024-01-10,2025,8,Aug
ORD000788,2025-10-06,CUST01320,PROD0062,4,0.1,167.24,602.06,470.87,131.19,Net Banking,Delivered,6.0,Accessories Product 62,Fashion,Accessories,167.56,Customer 1320,South,Hyderabad,2024-05-17,2025,10,Oct
ORD000789,2025-01-28,CUST01046,PROD0003,4,0.0,524.21,2096.84,1476.63,620.21,UPI,Delivered,4.0,Accessories Product 3,Electronics,Accessories,564.08,Customer 1046,Central,Indore,2023-09-10,2025,1,Jan
ORD000790,2025-08-23,CUST00989,PROD0018,2,0.0,225.24,450.48,346.2,104.28,UPI,Delivered,3.0,Furniture Product 18,Home & Kitchen,Furniture,220.36,Customer 989,South,Hyderabad,2023-12-06,2025,8,Aug
ORD000791,2025-11-09,CUST00450,PROD0025,1,0.2,264.56,211.65,139.31,72.34,Credit Card,Delivered,5.0,Kitchen Product 25,Home & Kitchen,Kitchen,279.9,Customer 450,North,Lucknow,2024-08-17,2025,11,Nov
ORD000792,2025-01-26,CUST00552,PROD0107,2,0.15,218.39,371.26,287.96,83.3,Credit Card,Delivered,3.0,Equipment Product 107,Sports,Equipment,200.64,Customer 552,Central,Nagpur,2025-05-19,2025,1,Jan
ORD000793,2025-02-23,CUST01072,PROD0020,2,0.0,98.3,196.6,132.98,63.62,Credit Card,Delivered,2.0,Skincare Product 20,Beauty,Skincare,95.46,Customer 1072,West,Mumbai,2024-12-09,2025,2,Feb
ORD000794,2025-01-29,CUST00695,PROD0058,1,0.1,211.2,190.08,135.74,54.34,Debit Card,Delivered,5.0,Footwear Product 58,Fashion,Footwear,193.95,Customer 695,West,Pune,2024-09-15,2025,1,Jan
ORD000795,2025-12-19,CUST00587,PROD0093,1,0.15,414.93,352.69,219.45,133.24,COD,Delivered,5.0,Appliances Product 93,Home & Kitchen,Appliances,373.4,Customer 587,South,Bengaluru,2024-09-17,2025,12,Dec
ORD000796,2025-06-13,CUST00721,PROD0086,1,0.2,400.61,320.49,256.68,63.81,Credit Card,Delivered,6.0,Audio Product 86,Electronics,Audio,361.35,Customer 721,North,Delhi,2023-08-22,2025,6,Jun
ORD000797,2025-09-27,CUST01207,PROD0050,3,0.1,89.31,241.14,180.46,60.68,UPI,Delivered,4.0,Smartphones Product 50,Electronics,Smartphones,95.0,Customer 1207,South,Chennai,2025-04-04,2025,9,Sep
ORD000798,2025-11-30,CUST01459,PROD0079,4,0.2,267.1,854.72,671.92,182.8,Credit Card,Delivered,6.0,Appliances Product 79,Home & Kitchen,Appliances,240.86,Customer 1459,North,Jaipur,2025-05-20,2025,11,Nov
ORD000799,2025-02-04,CUST00107,PROD0103,4,0.1,42.29,152.24,95.89,56.35,Debit Card,Delivered,1.0,Women Product 103,Fashion,Women,39.19,Customer 107,East,Kolkata,2024-02-25,2025,2,Feb
ORD000800,2025-10-13,CUST01212,PROD0010,1,0.1,955.78,860.2,512.89,347.31,Net Banking,Delivered,2.0,Smartphones Product 10,Electronics,Smartphones,888.66,Customer 1212,South,Kochi,2025-01-03,2025,10,Oct
ORD000801,2025-12-14,CUST00776,PROD0021,4,0.25,12.2,36.6,24.19,12.41,UPI,Delivered,5.0,Technology Product 21,Books,Technology,13.01,Customer 776,South,Bengaluru,2025-03-31,2025,12,Dec
ORD000802,2025-09-30,CUST01110,PROD0119,4,0.0,493.78,1975.12,1390.49,584.63,Credit Card,Delivered,3.0,Smartphones Product 119,Electronics,Smartphones,516.56,Customer 1110,West,Ahmedabad,2023-01-14,2025,9,Sep
ORD000803,2025-07-27,CUST01480,PROD0116,4,0.0,57.4,229.6,177.38,52.22,Credit Card,Delivered,2.0,Men Product 116,Fashion,Men,51.48,Customer 1480,East,Bhubaneswar,2023-12-30,2025,7,Jul
ORD000804,2025-08-26,CUST01161,PROD0029,3,0.05,54.24,154.58,104.41,50.17,Debit Card,Delivered,5.0,Women Product 29,Fashion,Women,56.34,Customer 1161,East,Kolkata,2023-06-05,2025,8,Aug
ORD000805,2025-04-03,CUST00898,PROD0096,1,0.0,200.49,200.49,129.27,71.22,UPI,Delivered,5.0,Footwear Product 96,Fashion,Footwear,210.2,Customer 898,East,Kolkata,2024-05-14,2025,4,Apr
ORD000806,2025-06-22,CUST00336,PROD0010,4,0.05,881.97,3351.49,2243.52,1107.97,Net Banking,Delivered,3.0,Smartphones Product 10,Electronics,Smartphones,888.66,Customer 336,Central,Kanpur,2023-04-07,2025,6,Jun
ORD000807,2025-03-20,CUST00607,PROD0013,3,0.15,848.3,2163.16,1619.92,543.24,Credit Card,Delivered,3.0,Laptops Product 13,Electronics,Laptops,769.31,Customer 607,West,Surat,2025-05-24,2025,3,Mar
